D_R,con1,edo,muni,loca,ageb,hr_ini1,min_ini1,hr_ter1,min_ter1,dura1,resul1,hr_ini2,min_ini2,hr_ter2,min_ter2,dura2,resul2,hr_ini3,min_ini3,hr_ter3,min_ter3,dura3,resul3,hr_ini4,min_ini4,hr_ter4,min_ter4,dura4,resul4,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p3_7,p3_8,p3_9,p3_10,p4_1,p4_2,p4_3,p5_1,p5_2,p5_3,p5_4,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_7,p7_1,p7_2,p7_3,p7_4,p7_5,p7_6,p7_7,p7_8,p7_9,p7_10,p8,p8_2,p9,p9_1,p9_2,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p10_7,p10_8,p10_9,p10_10,p10_11,p10_12,p10_13,p10_14,p10_15,p11,p11a_1,p12,p12a_1,p13,p13a_1,p14,p15_1,p15_2,p15_3,p15_4,p15_5,p15_6,p15_7,p16,p16_1,p16_2,p16_3,p17,p18,p19_1,p19_2,p19_3,p20_1,p20_2,p20_3,p20_1a_1,p20_2a_1,p20_3a_1,p21,p21_1,p21_2,p21_3,p22,p23,p24,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p27,p27a_1,p28,p29,p29a,p30,p30aa_1,p31,p32_1,p32_2,p32_3,p33,p34,p35_1,p35_2,p35_3,p35_4,p36,p37,p38,p39,p40,p41,p41aa_1,p42,p43_1,p43_2,p43_3,p43_4,p43_5,p43_6,p44,p45,p46,p47,p48,p49_1,p49_2,p49_3,p49_4,p49_5,p50_1,p50_2,p50_3,p50_4,p50_5,p50_6,p50_7,p50_8,p51,p52,p53,p54,p55,p56_1,p56_2,p56_3,p56_4,p56_5,p57,p57a_1,p58,p59,p60_1,p60_2,p60_3,p60_4,p61,p62_1,p62_2,p62_3,p62_4,p62_5,p63_1,p63_2,p63_3,p63_4,p63_5,p64,p65,p66,p67_1,p67_2,p67_3,p67_4,p67_5,p68otra,p68,p68_1,p69a,p69b,p69ba,p70,p71,p71_1_1,p71_1_2,p71_1_3,p72,p73_1,p73_2,p73_3,p73_4,sd1,sd2,sd3,sd4,sd4a,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,obser,sexo,edad_1,escol,cond_act,est_civil,ing_ind,ing_fam,total2,Region,Estrato,Tam_loc,Pondi2,Pondi_v
 ,465,2,1,1,767-8,9,2,9,30,28,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,3,3,3,3,2,4,3,4,2,pobre,empleo,difícil,3,3,3,3,2,3,2,3,3,1,3,2,2,2,3,2,3,3,2,2,3,México,4,3,-1,-1,8,7,9,7,7,9,6,9,6,6,6,8,6,7,8,barda,1,honduras,3,999,99,99,3,3,2,3,2,2,3,2,-1,-1,-1,2,4,1,2,3,11,12,-1,1,2,-1,1,11,1,8,2,2,2,2,2,2,2,2,2,2,12,2,1,97,97,97,97,2,2,1,1,1,2,1,2,2,2,3,1,3,1,3,seguridad,2,3,2,3,2,2,3,3,2,2,2,2,2,1,2,2,3,3,2,2,2,3,2,3,2,3,3,2,12,11,3,2,2,2,3,4,32,5,1,1,3,3,3,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,4,2,3,1,2,3,2,2,-1,26,CANANEA,CANANEA,5,2,-1,-1,-1,5,1,1,2,2,2,73,1,4,3,-1,2,5,8,-1,-1,-1,-1,-1,-1,6500,2, ,2,7,3,2,1,-1,5,1,3,31,1,68624,15333
 ,466,11,36,1,003-5,17,15,17,50,35,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,2,3,2,2,3,3,3,3,3,3,dejar su casa,dejar su familia,mejorar,2,2,2,2,1,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,deportación,6,3,-1,-1,6,6,7,6,6,6,6,6,3,6,4,6,7,6,5,migración,7,delincuencia,5,19,9,11,1,1,3,3,1,3,1,2,-1,-1,-1,1,4,12,1,-1,12,-1,-1,2,-1,-1,1,11,2,-1,1,2,1,1,2,1,1,1,1,1,15,5,1,remesas,11,97,97,2,2,2,1,5,2,1,1,1,1,1,3,2,2,1,delincuencia,2,2,1,1,5,1,5,5,2,1,2,2,2,2,3,2,2,3,3,3,3,3,3,3,2,3,4,3,18,11,1,1,1,1,1,1,41,6,1,4,5,4,4,4,1,1,1,1,1,1,0,0,0,0,0,2,1,4,3,1,1,1,3,2,2,-1,9,CUAUHTEMOC,CUAUHTEMOC,0,2,-1,-1,-1,3,9,9,9,9,1,40,1,4,3,-1,2,5,1,4,4,2,1,300,1,6000,2, ,1,4,3,1,1,2,4,1,1,13,3,39258,21984
 ,467,15,37,71,033-1,16,45,17,16,31,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,3,3,3,2,3,2,4,4,mojado,sin papeles,indocumentado,2,2,3,2,3,2,2,3,8,3,3,1,1,1,1,1,1,1,1,1,1,sin papeles,10,3,-1,-1,4,3,2,1,2,4,1,2,2,2,2,2,4,4,4,98,98,98,98,26,23,99,1,1,1,1,1,1,1,2,-1,-1,-1,2,4,1,7,6,98,-1,-1,98,-1,-1,2,-1,-1,-1,1,2,2,2,2,2,2,2,2,2,21,5,1,97,97,97,97,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,inseguridad,2,3,3,1,1,3,3,3,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,20,17,1,1,1,1,1,1,41,6,2,3,1,2,2,2,2,1,1,2,1,1,8,7,-1,8,6,1,2,2,2,1,2,1,1,2,2,-1,9,D.F,DISTRITO FEDERAL,0,1,12,-1,-1,5,1,1,1,1,1,15,1,4,3,-1,1,6,7,-1,-1,-1,-1,-1,-1,988888,99, ,1,2,3,2,6,-1,988888,1,2,21,1,13372,3392
 ,468,32,17,1,190-9,10,25,11,15,50,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,3,3,3,3,3,3,3,3,3,3,paisano, , ,3,3,4,3,1,2,2,3,2,2,3,2,2,2,8,1,8,1,2,1,8,98,98,3,-1,-1,5,5,5,5,5,5,5,5,3,5,5,0,5,5,5,98,98,99,99,12,15,11,3,3,3,3,3,3,3,2,-1,-1,-1,1,8,1,-1,-1,12,27,-1,2,6,-1,2,-1,-1,-1,1,2,1,8,1,1,1,3,3,2,17,6,1,económico,14,98,98,8,1,1,2,6,2,8,8,8,8,3,3,8,1,3,política,1,8,1,3,3,2,4,4,2,2,2,3,2,3,3,3,3,3,3,2,2,3,2,3,2,2,3,1,99,98,1,8,8,8,8,8,98,98,8,8,9,9,9,9,8,9,9,9,9,9,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,2,-1,32,GUADALUPE,GUADALUPE,2,2,-1,-1,-1,4,2,2,2,2,2,27,1,4,3,-1,2,1,8,-1,-1,-1,-1,-1,-1,5000,2, ,2,3,3,2,1,-1,4,1,3,31,1,18497,10785
 ,469,11,44,43,011-1,12,45,13,23,38,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,2,2,2,3,1,3,1,3,3,1,aguardara,futuro,superación,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,oportunidad,3,3,-1,-1,7,8,7,6,8,6,7,8,7,7,8,8,7,6,7,problemas,6,discriminación,6,26,23,13,1,1,1,1,1,1,1,2,-1,-1,-1,1,3,4,1,-1,14,17,20,2,7,3,1,11,2,-1,1,2,1,1,1,1,1,2,1,3,20,7,1,el envió de dinero,11,que muchos no regresan,2,1,2,2,1,5,3,4,1,1,1,3,3,3,1,1,idioma,4,2,2,1,2,1,5,5,2,2,2,3,2,3,4,3,3,3,1,1,1,1,1,1,1,1,1,3,21,98,3,1,1,1,1,5,15,5,1,1,2,2,5,4,2,1,1,1,1,1,7,8,8,7,6,1,2,4,1,1,1,2,3,2,1,99,11,GUANAJUATO SALAMANCA,SALAMANCA,0,2,-1,-1,-1,5,2,2,1,2,1,19,1,4,3,-1,2,6,5,-1,-1,-1,-1,-1,-1,988888,98, ,1,2,3,2,6,-1,988888,1,1,13,3,75520,15496
 ,470,11,44,43,011-1,12,35,13,7,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,1,1,3,1,3,1,3,2,4,4,sufrimiento,pobreza,falta de empleo,2,2,2,2,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,tristeza,7,3,-1,-1,0,8,0,8,0,0,7,9,0,7,0,5,0,6,7,miseria,9,precaria humillación discriminación,9,26,23,42,1,1,1,1,1,1,1,2,-1,-1,-1,1,3,1,4,8,18,12,-1,1,2,-1,1,11,2,-1,2,2,1,3,1,1,1,1,1,1,12,2,1,remesas que mandan,11,muchas familias solas,1,1,2,2,1,6,2,5,1,1,1,1,3,1,2,1,discriminación,1,2,5,1,1,5,5,1,2,2,2,4,2,1,4,1,1,4,9,9,9,9,9,9,9,9,3,3,22,11,2,1,1,1,1,1,15,5,1,4,5,5,5,5,2,2,1,1,1,1,-1,9,0,0,10,3,2,4,3,1,3,3,3,2,2,-1,11,GUANAJUATO VILLAGRAN,VILLAGRAN,4,2,-1,-1,-1,5,1,1,1,1,1,52,1,4,3,-1,2,5,1,7,2,3,2,2000,2,5000,2, ,1,5,3,1,1,2,4,1,1,13,3,25637,15496
 ,471,14,99,1,280-6,9,3,9,29,26,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,1,4,4,4,3,4,1,extranjeros,mesadas, ,3,3,2,3,2,3,3,3,3,2,3,2,1,1,1,2,2,1,1,2,2,mojados,9,3,-1,-1,0,3,0,0,4,0,3,3,0,0,5,0,0,0,0,liberales,10,98,98,999,99,98,2,1,2,3,1,1,2,2,-1,-1,-1,2,4,2,4,8,11,18,12,1,1,2,1,11,2,-1,1,2,1,2,2,2,1,3,3,3,12,2,1,97,97,separar a familia,1,2,2,2,2,1,1,1,1,1,1,2,3,2,1,1,adaptarse al nivel de vida,7,3,3,4,4,3,2,2,2,1,2,2,2,2,1,2,3,3,2,2,3,3,3,3,1,3,2,2,98,98,3,1,1,1,1,1,12,2,1,3,2,2,2,2,1,2,2,1,2,2,-1,-1,8,-1,-1,2,1,1,2,1,1,1,1,2,2,-1,14,JALISCO TLAJOMULCO,TLAJOMULCO,2,2,-1,-1,-1,1,2,2,2,2,2,21,1,4,3,-1,2,1,1,5,5,3,2,1200,1,8000,3, ,2,2,3,1,1,2,5,1,1,13,3,189960,25440
 ,472,1,5,1,055-2,11,1,11,58,57,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,3,la migra,marihuana, ,2,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,1,1,1,3,3,no confiables,7,1,16,13,5,5,5,5,5,8,5,6,5,6,5,5,10,5,10,98,98,98,98,12,15,99,1,1,1,3,3,1,1,2,-1,-1,-1,1,2,1,4,2,27,-1,-1,6,-1,-1,1,11,2,-1,1,2,1,1,3,3,3,3,3,3,98,98,1,la lucha por mejorar,12,no saben aprovechar y despilfarro,1,1,9,2,1,6,2,1,1,1,2,2,1,1,1,1,inseguridad,2,4,2,3,3,3,3,3,2,8,2,1,2,1,3,9,9,9,2,3,2,3,1,2,2,2,2,3,98,98,3,1,1,1,2,5,37,5,1,8,4,4,5,5,1,1,1,1,2,1,8,8,8,-1,0,1,8,4,8,2,1,2,3,1,1,13,1,JESUS MARIA,JESUS MARIA,2,2,-1,-1,-1,5,1,2,2,2,1,19,1,4,3,-1,2,1,1,8,3,2,1,150,1,3000,1, ,1,2,3,1,1,2,3,1,1,12,2,72063,11863
 ,473,16,53,1,111-1,8,42,9,15,33,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,3,4,3,1,1,4,1,4,1,empleo,delincuencia, ,2,1,2,2,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,98,98,3,-1,-1,8,6,8,6,9,5,4,8,9,5,6,8,7,9,10,99,99,ilegales,7,78,16,99,1,1,1,1,1,1,1,2,-1,-1,-1,1,4,8,2,4,12,14,17,2,2,6,1,11,1,1,1,2,1,2,1,1,1,1,1,1,11,1,1,98,98,99,99,2,2,2,1,6,2,1,1,1,1,1,3,3,1,1,98,98,2,1,5,5,1,5,5,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,1,1,2,3,18,11,2,1,1,1,1,1,19,1,1,3,2,2,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,3,1,1,1,1,3,2,2,-1,16,MICHOACAN,MICHOACAN,0,2,-1,-1,-1,6,2,1,1,2,1,19,1,4,3,-1,2,6,1,2,4,3,2,800,98,988888,98, ,1,2,3,1,6,2,988888,1,1,11,1,91660,25961
 ,474,16,53,31,999-9,12,50,13,25,35,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,97,3,3,3,4,3,2,4,3,4,3,buscar vida mejor, , ,2,2,2,2,1,8,2,8,8,8,8,3,3,2,1,2,2,2,2,2,3,buscar una mejor vida,3,3,-1,-1,98,98,98,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,98,11,16,11,1,3,1,3,3,2,2,2,-1,-1,-1,1,4,1,2,4,46,-1,-1,5,-1,-1,1,11,1,3,1,2,1,2,3,3,1,3,3,3,33,6,1,97,97,97,97,1,2,2,1,4,2,1,1,1,1,2,1,3,1,1,97,97,2,1,5,5,5,5,1,2,2,2,2,8,8,8,8,8,8,1,1,1,1,1,1,1,1,2,1,11,98,2,1,1,1,1,5,98,98,1,2,8,8,8,8,1,2,1,2,2,2,-1,6,-1,-1,-1,3,9,8,2,2,2,2,3,2,2,-1,16,MORELIA,MORELIA,1,2,-1,-1,-1,5,2,1,2,2,2,27,1,4,3,-1,2,5,8,-1,-1,-1,-1,-1,-1,3000,1, ,2,3,3,2,1,-1,3,1,1,14,4,69024,36802
 ,475,16,53,31,999-9,10,50,11,22,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,3,3,4,4,2,4,3,4,8,98, , ,2,2,3,2,1,1,3,3,3,3,2,2,2,2,1,2,2,2,1,2,9,98,98,3,-1,-1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,11,1,2,2,3,1,1,2,2,-1,-1,-1,1,4,1,4,-1,98,-1,-1,98,-1,-1,1,11,2,-1,1,2,1,1,3,3,1,1,2,2,26,1,1,97,97,97,97,1,2,1,1,5,2,1,1,1,1,2,1,2,4,3,97,97,2,8,8,8,8,8,8,2,8,1,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,98,98,3,1,1,1,1,1,98,98,1,3,8,8,8,8,1,2,2,2,2,2,-1,-1,-1,-1,-1,2,1,4,3,8,1,2,8,2,2,-1,16,MORELIA,MORELIA,2,2,-1,-1,-1,5,2,2,2,2,2,30,1,4,3,-1,2,5,8,-1,-1,-1,-1,-1,-1,1000,1, ,2,3,3,2,1,-1,2,1,1,14,4,69024,36802
 ,476,20,188,1,003-6,11,4,11,54,50,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,3,3,4,3,3,3,4,4,pobreza,futuro,tradición,2,2,2,2,1,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,necesidad,1,3,-1,-1,8,8,8,9,7,7,8,9,9,8,6,8,9,7,8,vivencia,6,pobreza extrema,9,15,19,18,1,1,1,3,1,1,1,2,-1,-1,-1,1,2,1,4,2,13,14,11,3,2,1,1,11,2,-1,1,2,1,1,1,1,1,1,1,1,39,5,1,remesas de dólares,11,regresan cansados y enfermos a México,6,1,2,2,1,1,2,1,1,1,1,1,2,3,3,2,"violencia, corrupción, inseguridad",2,2,1,4,5,1,3,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,3,16,31,1,1,1,1,1,5,17,5,1,1,5,5,5,5,1,2,1,2,1,1,-1,8,-1,5,5,1,2,4,3,1,1,3,3,1,1,13,20,MUCHISTLAN,MUCHISTLAN,2,2,-1,-1,-1,1,2,2,2,2,1,34,1,4,3,-1,2,1,1,4,4,3,2,800,1,3200,1, ,1,3,3,1,1,2,3,1,4,43,3,56661,25001
 ,477,15,60,1,024-0,12,15,12,47,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,3,3,3,3,3,3,3,3,3,peligro,pobreza,oportunidades,1,1,1,1,1,3,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,oportunidades,3,3,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,peligro la migra,6,maras,5,34,21,98,1,1,1,1,1,1,1,2,-1,-1,-1,1,2,1,4,6,12,16,11,2,3,1,2,-1,-1,-1,1,2,4,2,1,3,1,3,3,3,26,1,1,ingresos económicos,11,97,97,3,1,1,2,1,2,1,1,1,1,1,2,3,1,2,97,97,8,1,1,5,1,5,5,2,2,1,1,1,1,2,8,8,8,1,1,1,1,1,1,1,1,3,2,98,11,2,1,1,1,1,1,18,1,1,1,5,5,5,2,1,2,2,2,2,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,2,2,-1,15,NICOLAS ROMERO,NICOLAS ROMERO,1,2,-1,-1,-1,5,2,2,1,2,2,36,1,4,3,-1,2,1,8,-1,-1,-1,-1,-1,-1,988888,98, ,2,4,3,2,1,-1,988888,1,2,21,1,7854,4992
 ,478,20,286,1,004-1,8,13,9,6,53,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,3,3,3,3,3,3,3,3,esperanza,desafío,valentía,1,1,1,1,1,3,1,3,3,2,3,2,2,2,2,2,3,1,1,1,1,deshumanidad,7,3,-1,-1,0,6,6,8,6,6,8,6,6,6,6,5,6,8,8,"violencia, drogas, inseguridad",6,desesperanza,6,42,3,13,1,3,2,3,1,1,2,2,-1,-1,-1,1,2,1,4,3,12,38,-1,2,2,-1,1,11,2,-1,1,2,1,2,1,1,1,1,1,1,18,2,1,divisas,11,se queda con los más viejos,2,1,2,2,2,5,2,1,1,1,1,1,1,3,4,1,"inseguridad, narcotráfico",2,2,1,5,5,2,2,5,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,21,29,2,1,1,1,1,1,31,7,1,1,5,5,5,5,1,2,1,2,2,1,-1,8,-1,-1,5,1,1,1,2,1,2,1,3,2,2,-1,20,OAXACA,OAXACA,0,2,-1,-1,-1,1,1,2,2,2,1,30,1,4,3,-1,2,1,1,5,2,3,2,800,1,3200,1, ,1,3,3,1,1,2,3,1,4,43,3,57718,25304
 ,479,16,108,1,097-A,10,7,10,30,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,2,3,2,2,2,3,estados unidos, , ,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,cruzar sin permiso,5,3,-1,-1,7,8,8,8,8,7,8,8,7,7,8,8,8,9,8,99,99,99,99,999,99,98,2,1,1,2,1,1,2,2,-1,-1,-1,2,2,1,2,4,14,-1,-1,2,-1,-1,2,-1,-1,-1,1,2,2,2,2,1,1,2,1,1,98,98,3,98,98,98,98,2,1,1,1,2,2,3,2,2,3,2,1,1,2,1,discriminación,3,3,3,3,2,3,3,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,35,17,3,3,3,2,3,3,14,6,1,1,2,3,3,4,2,2,2,2,2,1,-1,-1,-1,-1,6,2,2,1,1,1,1,1,1,2,2,-1,16,PAZCUARO,PATZCUARO,2,2,-1,-1,-1,3,2,2,2,2,2,40,1,4,3,-1,2,1,8,-1,-1,-1,-1,-1,-1,5000,2,CAFE CON BEIGE PUERTA BLANCA,2,4,3,2,1,-1,4,1,1,11,1,12953,6361
 ,480,30,112,8,999-9,7,51,8,30,39,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,2,2,1,3,2,3,3,9,9,necesitado, , ,2,2,2,2,3,3,2,3,3,2,3,1,1,3,3,2,3,2,2,2,3,falta de oportunidades,3,1,20,16,10,6,10,6,7,8,7,7,5,5,7,10,7,7,9,tráfico de personas,5,personas que quieren llegar al sueño americano,7,15,19,14,1,1,2,1,1,1,3,1,11,4,2,1,1,9,4,2,16,29,-1,3,6,-1,1,14,2,-1,1,2,2,2,2,2,1,3,3,2,17,6,1,97,97,fuera de cerebros,3,1,2,1,1,6,2,1,1,1,1,3,1,2,2,2,adaptarse al clima y al sistema,4,2,2,1,3,2,3,3,2,8,2,2,2,1,3,1,2,2,1,3,1,2,1,3,1,2,3,3,23,98,3,2,1,1,1,3,15,5,3,4,5,5,5,5,5,2,1,2,2,1,-1,98,-1,-1,5,1,2,4,3,3,1,1,2,2,2,-1,30,VERACRUZ MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,0,2,-1,-1,-1,4,2,1,2,1,2,40,1,4,3,-1,2,1,8,-1,-1,-1,-1,-1,-1,6000,2, ,2,4,3,2,1,-1,4,1,4,44,4,185189,66616
 ,481,17,4,23,999-9,12,21,12,55,34,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,2,2,4,3,2,2,4,4,indocumentado,mojado,ilegal,2,2,2,2,1,3,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,mojado,9,3,-1,-1,7,7,98,98,98,98,8,98,98,98,98,98,7,98,98,98,98,98,98,28,24,11,1,1,1,1,1,1,3,2,-1,-1,-1,1,2,1,4,6,23,11,-1,4,1,-1,1,11,1,1,1,2,3,1,8,8,1,3,3,3,15,5,1,dinero que ellos envían,11,97,97,2,2,8,1,1,2,1,1,1,1,3,1,2,1,1,97,97,2,1,5,5,2,2,5,2,3,2,3,2,3,3,8,8,8,2,2,2,2,2,2,2,2,3,3,26,11,3,1,1,1,1,1,15,5,1,1,2,2,4,2,1,2,1,1,2,1,-1,7,7,-1,1,2,1,3,1,1,1,3,2,2,2,-1,17,VILLA DE AYALA,VILLA DE AYALA,8,2,-1,-1,-1,5,2,2,2,2,1,24,1,4,3,-1,2,6,5,-1,-1,-1,-1,-1,-1,3200,1, ,1,2,3,2,6,-1,3,1,1,14,4,138783,37018
 ,482,32,8,9,999-9,13,8,13,40,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,3,4,4,4,4,3,4,4,4,3,sin trabajo,pobreza, ,2,2,3,2,1,3,1,3,3,1,3,3,3,3,3,3,3,2,3,3,3,sin papeles,10,3,-1,-1,6,5,8,4,5,9,7,4,2,7,7,6,4,2,7,cruce migratorio,4,Guatemala,3,19,9,11,3,1,1,1,1,1,1,2,-1,-1,-1,1,4,4,8,3,27,-1,-1,6,-1,-1,1,11,1,9,1,2,1,1,3,3,3,3,3,2,22,6,1,económico,14,98,98,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,violencia,2,2,1,1,5,5,5,5,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,16,11,2,1,1,1,1,1,19,1,1,2,5,1,5,5,1,2,1,1,1,1,-1,8,6,5,8,1,1,4,1,1,1,1,3,2,2,-1,21,ZACATLAN,ZACATLAN,6,2,-1,-1,-1,3,2,2,2,2,1,48,1,4,3,-1,2,5,1,6,1,3,9,999999,99,999999,99, ,1,5,3,1,1,999999,999999,1,3,34,4,136802,45587
 ,483,22,5,17,999-9,17,58,18,35,37,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,1,1,1,1,1,migración, , ,1,1,1,1,1,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,sin documentos,10,3,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,el paso,2,migración,7,19,9,11,1,1,1,1,1,1,2,2,-1,-1,-1,2,4,6,1,2,12,-1,-1,2,-1,-1,1,11,2,-1,2,3,2,3,2,2,2,2,2,2,18,2,2,empleo,16,bajos salarios,3,1,2,2,2,5,2,1,1,1,1,2,1,3,2,1,"discriminación, desempleo",3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,2,2,2,1,3,2,2,2,2,3,23,17,3,1,1,1,1,1,15,5,1,1,4,4,4,4,2,2,2,2,2,1,-1,-1,-1,-1,5,2,1,3,2,1,1,2,1,2,2,-1,22,98,NS,0,2,-1,-1,-1,6,1,2,2,2,1,22,1,4,3,-1,1,6,8,-1,-1,-1,-1,-1,-1,988888,3, ,1,2,3,2,6,-1,988888,1,1,14,4,138783,32983
 ,484,15,109,25,100-6,9,56,10,30,34,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,3,3,3,3,2,4,3,2,1,oportunidad de trabajar,marginación, ,2,2,2,2,1,3,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1,oportunidades en otro país,3,3,-1,-1,10,10,10,10,10,10,10,10,10,8,8,9,8,9,8,delincuencia,5,98,98,16,12,11,1,1,1,3,1,1,1,2,-1,-1,-1,1,1,3,1,11,22,-1,-1,5,-1,-1,1,11,2,-1,2,3,1,1,3,3,3,3,3,3,12,2,1,ganar más dinero,14,no ver a su familia,1,1,2,2,1,5,2,1,1,1,1,1,3,4,4,2,inseguridad,2,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,23,99,2,1,1,1,1,1,35,5,1,2,4,4,4,4,1,2,1,2,2,1,-1,6,-1,-1,5,9,2,4,2,2,2,2,2,2,2,-1,9,99,NC,3,2,-1,-1,-1,3,2,2,2,2,1,44,1,4,3,-1,2,5,1,4,5,2,9,999999,99,988888,4, ,1,4,3,1,1,999999,988888,1,2,21,1,12490,6313
